estid,dayOfWeek,dayOfMonth,timeOfDay,url_category,domain_category
ZHQAAmR0grcAAAAIJWRKAw==,1,0,0,0,15
ZHQAAmR0grcAAAAIJWRKAw==,1,0,0,9,15
ZHQAAmR0grcAAAAIJWRKAw==,0,30,2,11,11
ZHQAAmR0grcAAAAIJWRKAw==,4,3,1,7,11
ZHQAAmR0grcAAAAIJWRKAw==,6,22,1,9,15
ZHQAAmR1JSQAAAAIYDsPAw==,0,6,2,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,4,27,1,12,0
ZHQAAmR1JSQAAAAIYDsPAw==,0,6,1,12,0
ZHQAAmR1JSQAAAAIYDsPAw==,6,15,1,4,19
ZHQAAmR1JSQAAAAIYDsPAw==,6,15,1,16,19
ZHQAAmR1JSQAAAAIYDsPAw==,6,29,2,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,4,3,1,16,19
ZHQAAmR1JSQAAAAIYDsPAw==,6,29,2,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,4,27,2,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,1,7,1,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,3,19,1,16,19
ZHQAAmR1JSQAAAAIYDsPAw==,5,28,1,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,5,28,1,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,1,7,1,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,5,28,1,0,0
ZHQAAmR1JSQAAAAIYDsPAw==,4,27,2,14,0
ZHQAAmR1JSQAAAAIYDsPAw==,2,25,1,16,19
ZHQAAmR1JSQAAAAIYDsPAw==,6,10,1,16,19
ZHQAAmRbSIIAAAAISKC1Aw==,4,27,1,8,11
ZHQAAmRbSIIAAAAISKC1Aw==,1,17,1,16,15
ZHQAAmRbSIIAAAAISKC1Aw==,3,19,2,21,11
ZHQAAmRbSIIAAAAISKC1Aw==,3,26,1,13,15
ZHQAAmRbSIIAAAAISKC1Aw==,2,25,0,15,11
ZHQAAmRbSIIAAAAISKC1Aw==,0,23,1,5,15
ZHQAAmRbSIIAAAAISKC1Aw==,3,26,1,16,15
ZHQAAmRbSIIAAAAISKC1Aw==,5,4,2,8,11
ZHQAAmRbSIIAAAAISKC1Aw==,0,6,0,8,11
ZHQAAmRbSIIAAAAISKC1Aw==,2,25,2,8,11
ZHQAAmRbSIIAAAAISKC1Aw==,2,25,2,15,11
ZHQAAmRbSIIAAAAISKC1Aw==,1,17,1,5,15
ZHQAAmRdGQkAAAAIK7yZAw==,0,9,0,14,4
ZHQAAmRdGQkAAAAIK7yZAw==,1,24,0,4,14
ZHQAAmRdGQkAAAAIK7yZAw==,1,24,0,7,14
ZHQAAmRdGQkAAAAIK7yZAw==,4,3,0,5,4
ZHQAAmRdGQkAAAAIK7yZAw==,2,25,1,21,12
ZHQAAmRdGQkAAAAIK7yZAw==,0,6,0,4,12
ZHQAAmRdGQkAAAAIK7yZAw==,0,6,0,7,12
ZHQAAmRdGQkAAAAIK7yZAw==,0,6,0,4,12
ZHQAAmRdGQkAAAAIK7yZAw==,6,5,0,14,4
ZHQAAmS9NGAAAAAIOle1Aw==,4,13,0,14,15
ZHQAAmS9NGAAAAAIOle1Aw==,4,20,0,2,2
ZHQAAmS9NGAAAAAIOle1Aw==,4,20,0,9,2
ZHQAAmS9NGAAAAAIOle1Aw==,3,2,1,2,2
ZHQAAmS9NGAAAAAIOle1Aw==,4,20,0,9,2
ZHQAAmS9NGAAAAAIOle1Aw==,1,26,1,12,15
ZHQAAmSsmgYAAAAJOUkfAw==,6,29,2,4,14
ZHQAAmSsmgYAAAAJOUkfAw==,2,18,0,8,0
ZHQAAmSsmgYAAAAJOUkfAw==,2,18,0,8,0
ZHQAAmSsmgYAAAAJOUkfAw==,4,20,1,4,14
ZHQAAmSsmgYAAAAJOUkfAw==,4,20,1,16,14
ZHQAAmSsmgYAAAAJOUkfAw==,2,18,1,4,14
ZHQAAmSsmgYAAAAJOUkfAw==,2,18,0,0,0
ZHQAAmSsmgYAAAAJOUkfAw==,2,11,1,4,14
ZHQAAmTRAGwAAAAIM5MIAw==,5,4,1,4,12
ZHQAAmTRAGwAAAAIM5MIAw==,5,14,2,12,8
ZHQAAmTRAGwAAAAIM5MIAw==,4,13,1,8,8
ZHQAAmTRAGwAAAAIM5MIAw==,5,14,1,8,8
ZHQAAmTRAGwAAAAIM5MIAw==,4,13,1,8,8
ZHQAAmTRAGwAAAAIM5MIAw==,4,3,1,21,12
ZHQAAmTYVLcAAAAIQf/bAw==,0,9,2,16,4
ZHQAAmTYVLcAAAAIQf/bAw==,0,9,2,2,4
ZHQAAmTYVLcAAAAIQf/bAw==,2,1,1,16,4
ZHQAAmTYVLcAAAAIQf/bAw==,2,1,1,2,4
ZHQAAmTYVLcAAAAIQf/bAw==,0,9,2,16,4
ZHQAAmTYVLcAAAAIQf/bAw==,1,17,1,16,3
ZHQAAmTYVLcAAAAIQf/bAw==,1,17,1,2,3
ZHQAAmU0MMwAAAAICJT2Aw==,3,2,1,22,15
ZHQAAmU0MMwAAAAICJT2Aw==,0,9,1,1,1
ZHQAAmU0MMwAAAAICJT2Aw==,0,9,1,1,1
ZHQAAmU0MMwAAAAICJT2Aw==,0,30,0,8,15
ZHQAAmU0MMwAAAAICJT2Aw==,0,30,0,22,15
ZHQAAmUFQjgAAAAIdkInAw==,3,12,1,22,15
ZHQAAmUFQjgAAAAIdkInAw==,0,6,1,1,4
ZHQAAmUFQjgAAAAIdkInAw==,0,6,1,1,4
ZHQAAmUFQjgAAAAIdkInAw==,2,25,2,22,15
ZHQAAmUFQjgAAAAIdkInAw==,4,13,2,8,10
ZHQAAmUFQjgAAAAIdkInAw==,4,13,2,22,10
ZHQAAmUFQjgAAAAIdkInAw==,2,1,2,22,15
ZHQAAmUFQjgAAAAIdkInAw==,1,17,0,13,15
ZHQAAmUFQjgAAAAIdkInAw==,2,1,2,22,15
ZHQAAmUFQjgAAAAIdkInAw==,5,28,3,4,14
ZHQAAmUFQjgAAAAIdkInAw==,5,28,3,16,14
ZHQAAmUbhOsAAAAIDXWmAw==,0,6,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,2,18,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,2,11,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,4,27,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,4,20,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,5,4,1,2,4
ZHQAAmUbhOsAAAAIDXWmAw==,4,20,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,4,20,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,3,26,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,2,1,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,0,6,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,4,20,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,5,28,2,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,5,4,1,2,4
ZHQAAmUbhOsAAAAIDXWmAw==,4,20,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,5,21,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,2,25,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,1,17,0,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,2,25,1,14,15
ZHQAAmUbhOsAAAAIDXWmAw==,1,17,0,14,15
ZHQAAmVQhkgAAAALDL5bAw==,6,29,1,13,15
ZHQAAmVQhkgAAAALDL5bAw==,6,29,1,13,15
ZHQAAmVQhkgAAAALDL5bAw==,1,0,1,16,15
ZHQAAmVQhkgAAAALDL5bAw==,5,28,2,22,10
ZHQAAmVQhkgAAAALDL5bAw==,5,28,2,8,10
ZHQAAmVQhkgAAAALDL5bAw==,6,29,1,22,15
ZHQAAmVQhkgAAAALDL5bAw==,5,28,2,8,10
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,2,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,5,0
ZHQAAmVShs8AAAAJA/0BAw==,3,19,1,22,15
ZHQAAmVShs8AAAAJA/0BAw==,3,19,1,8,15
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,8,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,19,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,2,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,5,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,2,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,2,0
ZHQAAmVShs8AAAAJA/0BAw==,0,30,1,5,0
ZHQAAmVjq/sAAAAJKOydAw==,1,26,1,4,4
ZHQAAmVjq/sAAAAJKOydAw==,2,1,1,12,4
ZHQAAmVjq/sAAAAJKOydAw==,2,1,1,4,4
ZHQAAmVjq/sAAAAJKOydAw==,2,1,1,12,4
ZHQAAmVjq/sAAAAJKOydAw==,5,28,0,7,2
ZHQAAmVjq/sAAAAJKOydAw==,5,28,0,9,2
ZHQAAmVjq/sAAAAJKOydAw==,5,28,0,7,2
ZHQAAmVmUxAAAAAIBIIeAw==,3,2,1,23,15
ZHQAAmVmUxAAAAAIBIIeAw==,6,8,1,5,4
ZHQAAmVmUxAAAAAIBIIeAw==,6,15,0,4,4
ZHQAAmVmUxAAAAAIBIIeAw==,1,17,1,1,15
ZHQAAmVmUxAAAAAIBIIeAw==,5,14,1,1,15
ZHQAAmVmUxAAAAAIBIIeAw==,5,14,1,1,15
ZHQAAmVmUxAAAAAIBIIeAw==,5,28,0,1,4
ZHQAAmWFzxQAAAAJGSKPAw==,3,2,1,4,4
ZHQAAmWFzxQAAAAJGSKPAw==,3,2,1,21,4
ZHQAAmWFzxQAAAAJGSKPAw==,0,30,1,1,6
ZHQAAmWFzxQAAAAJGSKPAw==,0,30,1,6,6
ZHQAAmWFzxQAAAAJGSKPAw==,3,2,0,21,4
ZHQAAmWFzxQAAAAJGSKPAw==,4,27,1,21,4
ZHQAAmWFzxQAAAAJGSKPAw==,1,7,1,5,4
ZHQAAmWFzxQAAAAJGSKPAw==,0,30,1,6,6
ZHQAAmWFzxQAAAAJGSKPAw==,2,1,1,21,4
ZHQAAmWFzxQAAAAJGSKPAw==,3,2,1,21,4
ZHQAAmWFzxQAAAAJGSKPAw==,2,25,0,21,4
ZHQAAmWFzxQAAAAJGSKPAw==,2,25,0,4,4
ZHQAAmWFzxQAAAAJGSKPAw==,0,30,1,5,4
ZHQAB2O2bEcAAAAIOUogAw==,5,4,1,18,15
ZHQAB2O2bEcAAAAIOUogAw==,2,25,2,10,22
ZHQAB2O2bEcAAAAIOUogAw==,2,25,2,10,22
ZHQAB2O2bEcAAAAIOUogAw==,5,21,1,4,18
ZHQAB2O2bEcAAAAIOUogAw==,5,21,1,4,18
ZHQAB2O2bEcAAAAIOUogAw==,5,4,1,18,15
ZHQAB2O2bEcAAAAIOUogAw==,5,21,1,4,18
ZHQAB2O2bEcAAAAIOUogAw==,2,25,2,4,9
ZHQAB2O2bEcAAAAIOUogAw==,2,25,2,4,9
ZHQAB2Pa138AAAAIIIcqAw==,4,3,1,9,15
ZHQAB2Pa138AAAAIIIcqAw==,5,4,1,6,4
ZHQAB2Pa138AAAAIIIcqAw==,3,12,1,9,15
ZHQAB2Pa138AAAAIIIcqAw==,2,11,1,14,15
ZHQAB2Pa138AAAAIIIcqAw==,3,12,1,4,16
ZHQAB2Pa138AAAAIIIcqAw==,4,3,1,9,15
ZHQAB2Pa138AAAAIIIcqAw==,4,3,1,9,15
ZHQAB2Pa138AAAAIIIcqAw==,4,3,1,9,15
ZHQAB2Pa138AAAAIIIcqAw==,4,3,1,5,15
ZHQAB2Pa138AAAAIIIcqAw==,2,11,1,15,15
ZHQAB2Pa138AAAAIIIcqAw==,2,11,1,14,15
ZHQAB2Pa138AAAAIIIcqAw==,1,17,1,20,4
ZHQAB2Pa138AAAAIIIcqAw==,3,12,1,9,15
ZHQAB2Pa138AAAAIIIcqAw==,3,12,1,4,16
ZHQAB2PmWHAAAAAIBmHnAw==,1,7,1,21,15
ZHQAB2PmWHAAAAAIBmHnAw==,4,13,1,21,15
ZHQAB2PmWHAAAAAIBmHnAw==,6,8,1,14,15
ZHQAB2PmWHAAAAAIBmHnAw==,6,8,1,14,15
ZHQAB2PmWHAAAAAIBmHnAw==,6,22,0,21,15
ZHQAB2PmWHAAAAAIBmHnAw==,4,27,1,21,15
ZHQAB2PmWHAAAAAIBmHnAw==,0,30,0,21,15
ZHQAB2PmWHAAAAAIBmHnAw==,3,2,1,9,9
ZHQAB2PmWHAAAAAIBmHnAw==,3,2,1,6,9
ZHQAB2PmWHAAAAAIBmHnAw==,5,4,0,21,15
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,8,12
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,8,12
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,8,12
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,21,12
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,15,5
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,5,5
ZHQAB2PzDkQAAAAIItBZAw==,6,10,0,5,5
ZHQAB2QKu+sAAAAIb6OrAw==,0,23,1,16,4
ZHQAB2QKu+sAAAAIb6OrAw==,0,16,2,16,4
ZHQAB2QKu+sAAAAIb6OrAw==,5,21,0,16,3
ZHQAB2QKu+sAAAAIb6OrAw==,2,25,3,16,4
ZHQAB2QKu+sAAAAIb6OrAw==,2,1,1,2,4
ZHQAB2QKu+sAAAAIb6OrAw==,2,25,2,16,3
ZHQAB2QM1aEAAAAIDROgAw==,6,15,1,20,7
ZHQAB2QM1aEAAAAIDROgAw==,6,15,0,21,7
ZHQAB2QM1aEAAAAIDROgAw==,6,8,1,9,7
ZHQAB2QM1aEAAAAIDROgAw==,3,12,1,7,7
ZHQAB2QM1aEAAAAIDROgAw==,6,8,1,4,7
ZHQAB2QM1aEAAAAIDROgAw==,6,15,1,20,7
ZHQAB2QM1aEAAAAIDROgAw==,4,13,1,4,4
ZHQAB2QM1aEAAAAIDROgAw==,4,13,1,11,4
ZHQAB2QMmssAAAAIejceAw==,0,6,1,16,4
ZHQAB2QMmssAAAAIejceAw==,4,27,0,5,14
ZHQAB2QMmssAAAAIejceAw==,0,6,1,16,4
ZHQAB2QMmssAAAAIejceAw==,3,19,1,15,14
ZHQAB2QYtosAAAAITJ7lAw==,4,3,1,6,14
ZHQAB2QYtosAAAAITJ7lAw==,5,28,1,6,9
ZHQAB2QYtosAAAAITJ7lAw==,4,3,1,6,14
ZHQAB2QYtosAAAAITJ7lAw==,4,20,1,6,14
ZHQAB2QYtosAAAAITJ7lAw==,4,3,1,9,9
ZHQAB2QYtosAAAAITJ7lAw==,4,3,1,6,14
ZHQAB2QYtosAAAAITJ7lAw==,4,13,1,12,5
ZHQAB2QYtosAAAAITJ7lAw==,3,12,1,12,5
ZHQAB2QYtosAAAAITJ7lAw==,5,28,1,9,9
ZHQAB2QYtosAAAAITJ7lAw==,3,12,1,12,5
ZHQAB2QYtosAAAAITJ7lAw==,5,28,1,6,9
ZHQAB2QYtosAAAAITJ7lAw==,4,3,1,6,14
ZHQAB2QYtosAAAAITJ7lAw==,4,3,1,6,14
ZHQAB2QYtosAAAAITJ7lAw==,4,3,2,9,9
ZHQAB2QYtosAAAAITJ7lAw==,2,25,1,9,9
ZHQAB2QiU7MAAAAJOAB1Aw==,6,22,2,4,4
ZHQAB2QiU7MAAAAJOAB1Aw==,6,22,2,11,4
ZHQAB2QiU7MAAAAJOAB1Aw==,6,22,2,4,4
ZHQAB2QiU7MAAAAJOAB1Aw==,3,12,0,18,24
ZHQAB2QiU7MAAAAJOAB1Aw==,3,12,0,18,24
ZHQAB2QiU7MAAAAJOAB1Aw==,6,22,2,4,4
ZHQAB2QmTdAAAAAITe7bAw==,2,25,2,21,15
ZHQAB2QmTdAAAAAITe7bAw==,0,9,2,14,15
ZHQAB2QmTdAAAAAITe7bAw==,4,27,2,21,15
ZHQAB2QmTdAAAAAITe7bAw==,6,5,2,21,15
ZHQAB2QmTdAAAAAITe7bAw==,0,6,1,4,11
ZHQAB2QmTdAAAAAITe7bAw==,0,6,1,11,11
ZHQAB2QmTdAAAAAITe7bAw==,4,13,0,14,15
ZHQAB2QmTdAAAAAITe7bAw==,0,9,1,14,15
ZHQAB2S1xYYAAAAIHzxjAw==,2,1,1,10,10
ZHQAB2S1xYYAAAAIHzxjAw==,0,16,1,7,10
ZHQAB2S1xYYAAAAIHzxjAw==,2,1,2,4,15
ZHQAB2S1xYYAAAAIHzxjAw==,2,1,2,16,15
ZHQAB2S1xYYAAAAIHzxjAw==,2,1,1,10,10
ZHQAB2S1xYYAAAAIHzxjAw==,2,1,1,10,10
ZHQAB2S371IAAAAIBdaTAw==,1,24,1,10,0
ZHQAB2S371IAAAAIBdaTAw==,5,14,1,1,23
ZHQAB2S371IAAAAIBdaTAw==,1,24,1,10,0
ZHQAB2S371IAAAAIBdaTAw==,3,26,1,10,0
ZHQAB2S371IAAAAIBdaTAw==,1,24,1,10,0
ZHQAB2S371IAAAAIBdaTAw==,3,12,1,1,23
ZHQAB2S371IAAAAIBdaTAw==,1,17,1,17,23
ZHQAB2Sg6j0AAAAINe0YAw==,2,1,2,16,13
ZHQAB2Sg6j0AAAAINe0YAw==,4,3,1,13,14
ZHQAB2Sg6j0AAAAINe0YAw==,6,8,2,20,13
ZHQAB2Sg6j0AAAAINe0YAw==,6,8,2,16,13
ZHQAB2Sg6j0AAAAINe0YAw==,4,3,1,20,14
ZHQAB2Sg6j0AAAAINe0YAw==,3,2,1,20,14
ZHQAB2Sg6j0AAAAINe0YAw==,3,2,1,13,14
ZHQAB2Sg6j0AAAAINe0YAw==,5,14,2,4,13
ZHQAB2Skm8UAAAAIBkWeAw==,3,2,0,16,13
ZHQAB2Skm8UAAAAIBkWeAw==,6,10,1,15,14
ZHQAB2Skm8UAAAAIBkWeAw==,1,0,0,5,14
ZHQAB2Skm8UAAAAIBkWeAw==,1,0,0,5,14
ZHQAB2Skm8UAAAAIBkWeAw==,3,2,0,4,13
ZHQAB2Skm8UAAAAIBkWeAw==,3,12,1,5,14
ZHQAB2Skm8UAAAAIBkWeAw==,3,12,1,5,14
ZHQAB2Sp6AQAAAAJODJDAw==,3,2,1,16,15
ZHQAB2Sp6AQAAAAJODJDAw==,4,13,1,8,0
ZHQAB2Sp6AQAAAAJODJDAw==,4,13,1,8,0
ZHQAB2Sp6AQAAAAJODJDAw==,5,28,1,2,15
ZHQAB2Sp6AQAAAAJODJDAw==,5,28,1,16,15
ZHQAB2TGlLgAAAAIF5lEAw==,4,3,2,9,12
ZHQAB2TGlLgAAAAIF5lEAw==,4,3,2,9,12
ZHQAB2TGlLgAAAAIF5lEAw==,0,23,2,4,5
ZHQAB2TGlLgAAAAIF5lEAw==,0,23,2,22,5
ZHQAB2TGlLgAAAAIF5lEAw==,0,23,2,22,5
ZHQAB2TGlLgAAAAIF5lEAw==,0,23,2,4,5
ZHQAB2TY7GEAAAAKFUViAw==,6,10,1,7,7
ZHQAB2TY7GEAAAAKFUViAw==,4,27,2,4,4
ZHQAB2TY7GEAAAAKFUViAw==,4,27,2,16,4
ZHQAB2TY7GEAAAAKFUViAw==,6,10,1,7,7
ZHQAB2UV34AAAAAJWGQ0Aw==,4,27,1,16,0
ZHQAB2UV34AAAAAJWGQ0Aw==,4,20,0,4,0
ZHQAB2UV34AAAAAJWGQ0Aw==,4,3,0,2,21
ZHQAB2UV34AAAAAJWGQ0Aw==,1,17,0,4,0
ZHQAB2UV34AAAAAJWGQ0Aw==,6,10,0,9,21
ZHQAB2UV34AAAAAJWGQ0Aw==,5,4,0,16,0
ZHQAB2V06ccAAAAIF7I7Aw==,3,19,1,16,12
ZHQAB2V06ccAAAAIF7I7Aw==,4,3,1,16,10
ZHQAB2V06ccAAAAIF7I7Aw==,4,3,1,16,10
ZHQAB2V06ccAAAAIF7I7Aw==,0,16,1,16,12
ZHQAB2V06ccAAAAIF7I7Aw==,6,29,2,12,15
ZHQAB2V06ccAAAAIF7I7Aw==,6,29,0,12,15
ZHQAB2V06ccAAAAIF7I7Aw==,6,5,0,12,15
ZHQAB2V06ccAAAAIF7I7Aw==,4,3,1,16,10
ZHQAB2V06ccAAAAIF7I7Aw==,6,29,2,12,15
ZHQAB2V06ccAAAAIF7I7Aw==,2,25,1,16,12
ZHQAB2V06ccAAAAIF7I7Aw==,3,2,1,9,12
ZHQAB2VARxcAAAAIA1vlAw==,4,20,1,4,16
ZHQAB2VARxcAAAAIA1vlAw==,4,20,1,7,7
ZHQAB2VARxcAAAAIA1vlAw==,1,24,1,7,7
ZHQAB2VARxcAAAAIA1vlAw==,6,22,1,7,7
ZHQAB2VARxcAAAAIA1vlAw==,5,4,2,4,16
ZHQAB2VARxcAAAAIA1vlAw==,1,0,1,4,16
ZHQAB2VARxcAAAAIA1vlAw==,1,24,2,4,16
ZHQAB2VARxcAAAAIA1vlAw==,1,24,1,7,7
ZHQAB2VARxcAAAAIA1vlAw==,1,24,1,7,7
ZHQAB2VYuBMAAAAIBscCAw==,0,23,1,12,23
ZHQAB2VYuBMAAAAIBscCAw==,6,8,0,23,4
ZHQAB2VYuBMAAAAIBscCAw==,5,4,1,22,15
ZHQAB2VYuBMAAAAIBscCAw==,0,23,1,22,15
ZHQAB2VYuBMAAAAIBscCAw==,6,8,0,1,4
ZHQAB2VYuBMAAAAIBscCAw==,0,23,1,22,15
ZHQAB2VYuBMAAAAIBscCAw==,0,23,1,12,23
ZHQAB2VYuBMAAAAIBscCAw==,6,22,2,1,4
ZHQAB2ViLQAAAAAIJhfZAw==,3,2,1,8,8
ZHQAB2ViLQAAAAAIJhfZAw==,5,14,0,2,17
ZHQAB2ViLQAAAAAIJhfZAw==,5,14,0,17,17
ZHQAB2ViLQAAAAAIJhfZAw==,6,29,2,20,17
ZHQAB2ViLQAAAAAIJhfZAw==,3,2,2,8,8
ZHQAB2VlCBIAAAAIA3JXAw==,5,4,0,2,4
ZHQAB2VlCBIAAAAIA3JXAw==,5,21,0,14,15
ZHQAB2VlCBIAAAAIA3JXAw==,0,30,1,16,4
ZHQAB2VlCBIAAAAIA3JXAw==,5,21,0,14,15
ZHQAB2VlCBIAAAAIA3JXAw==,5,4,1,2,4
ZHQAB2VlCBIAAAAIA3JXAw==,4,20,1,2,3
ZHQAB2VlCBIAAAAIA3JXAw==,3,2,0,14,15
ZHQAB2VlCBIAAAAIA3JXAw==,4,20,1,16,3
ZHQAB2VtFrQAAAAIB6PzAw==,6,8,1,5,23
ZHQAB2VtFrQAAAAIB6PzAw==,6,8,1,10,23
ZHQAB2VtFrQAAAAIB6PzAw==,6,8,1,13,23
ZHQAB2VtFrQAAAAIB6PzAw==,6,8,1,13,23
ZHQAB2VtFrQAAAAIB6PzAw==,0,9,2,23,4
ZHQAB2VtFrQAAAAIB6PzAw==,0,9,2,23,4
ZHQAB2VtFrQAAAAIB6PzAw==,6,8,1,0,4
ZHQAB2VtFrQAAAAIB6PzAw==,6,22,1,2,4
ZHQAB2VvhSAAAAAIA/jLAw==,2,25,1,1,15
ZHQAB2VvhSAAAAAIA/jLAw==,4,13,0,4,15
ZHQAB2VvhSAAAAAIA/jLAw==,4,3,1,1,15
ZHQAB2VvhSAAAAAIA/jLAw==,6,5,1,14,15
ZHQAB2VvhSAAAAAIA/jLAw==,5,14,1,5,14
ZHQAB2VvhSAAAAAIA/jLAw==,5,14,1,15,14
ZHQABGO2G9sAAAAJIAu/Aw==,4,20,1,7,0
ZHQABGO2G9sAAAAJIAu/Aw==,0,9,1,22,23
ZHQABGO2G9sAAAAJIAu/Aw==,2,25,1,8,23
ZHQABGO2G9sAAAAJIAu/Aw==,2,25,1,22,23
ZHQABGO2G9sAAAAJIAu/Aw==,4,20,1,0,0
ZHQABGO2G9sAAAAJIAu/Aw==,4,20,1,7,0
ZHQABGP03/wAAAAJA3G/Aw==,0,23,1,0,0
ZHQABGP03/wAAAAJA3G/Aw==,0,16,1,10,17
ZHQABGP03/wAAAAJA3G/Aw==,4,3,1,8,0
ZHQABGP03/wAAAAJA3G/Aw==,6,15,2,12,0
ZHQABGP03/wAAAAJA3G/Aw==,6,15,2,0,0
ZHQABGP03/wAAAAJA3G/Aw==,6,15,2,8,0
ZHQABGP03/wAAAAJA3G/Aw==,0,16,1,16,17
ZHQABGQ9j4YAAAAJIwZWAw==,4,13,1,13,13
ZHQABGQ9j4YAAAAJIwZWAw==,5,14,1,6,13
ZHQABGQ9j4YAAAAJIwZWAw==,3,19,2,6,13
ZHQABGQ9j4YAAAAJIwZWAw==,3,19,2,13,13
ZHQABGQ9j4YAAAAJIwZWAw==,4,13,1,13,13
ZHQABGQ9j4YAAAAJIwZWAw==,6,5,3,6,13
ZHQABGQ9j4YAAAAJIwZWAw==,6,5,3,13,13
ZHQABGQ9j4YAAAAJIwZWAw==,6,8,1,4,19
ZHQABGQ9j4YAAAAJIwZWAw==,6,8,1,7,19
ZHQABGQ9j4YAAAAJIwZWAw==,2,11,0,19,13
ZHQABGQ9j4YAAAAJIwZWAw==,2,11,0,19,13
ZHQABGQQzXcAAAAJIFFEAw==,5,4,1,22,23
ZHQABGQQzXcAAAAJIFFEAw==,5,28,2,7,10
ZHQABGQQzXcAAAAJIFFEAw==,2,18,1,22,23
ZHQABGQQzXcAAAAJIFFEAw==,3,19,1,22,23
ZHQABGQQzXcAAAAJIFFEAw==,5,28,2,7,10
ZHQABGQQzXcAAAAJIFFEAw==,4,3,1,22,23
ZHQABGQmNDIAAAAJSbieAw==,2,11,2,2,15
ZHQABGQmNDIAAAAJSbieAw==,2,11,2,16,15
ZHQABGQmNDIAAAAJSbieAw==,2,11,2,2,15
ZHQABGQmNDIAAAAJSbieAw==,2,11,2,16,15
ZHQABGQmNDIAAAAJSbieAw==,6,5,2,21,14
ZHQABGQmNDIAAAAJSbieAw==,6,5,2,21,14
ZHQABGQmqvkAAAAIBDl7Aw==,4,13,0,13,13
ZHQABGQmqvkAAAAIBDl7Aw==,1,24,1,13,13
ZHQABGQmqvkAAAAIBDl7Aw==,1,24,1,4,13
ZHQABGQmqvkAAAAIBDl7Aw==,1,24,1,13,13
ZHQABGQmqvkAAAAIBDl7Aw==,1,24,1,4,13
ZHQABGQmqvkAAAAIBDl7Aw==,0,16,1,5,14
ZHQABGQmqvkAAAAIBDl7Aw==,0,16,1,12,14
ZHQABGQmqvkAAAAIBDl7Aw==,1,24,1,4,13
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,1,23,10
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,1,16,10
ZHQABGRJ7PIAAAAIJwXUAw==,0,30,1,4,24
ZHQABGRJ7PIAAAAIJwXUAw==,0,30,1,0,24
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,2,0,10
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,2,0,10
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,2,23,10
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,1,16,10
ZHQABGRJ7PIAAAAIJwXUAw==,0,30,1,0,24
ZHQABGRJ7PIAAAAIJwXUAw==,1,0,0,23,10
ZHQABGRnFwwAAAAJMdEEAw==,0,6,2,13,15
ZHQABGRnFwwAAAAJMdEEAw==,3,2,2,22,15
ZHQABGRnFwwAAAAJMdEEAw==,5,4,1,16,4
ZHQABGRnFwwAAAAJMdEEAw==,3,2,2,2,4
ZHQABGRnFwwAAAAJMdEEAw==,0,16,2,13,15
ZHQABGRnFwwAAAAJMdEEAw==,0,16,2,22,15
