estid,dayOfWeek,dayOfMonth,timeOfDay,url_category,domain_category
ZHEAAmTK9DUAAAAIWEgvAw==,7,16,Afternoon,/business_&_industrial,hobbies_&_leisure
ZHEAAmTK9DUAAAAIWEgvAw==,7,16,Afternoon,/food_&_drink,hobbies_&_leisure
ZHEAAmTKhJgAAAAIQhtnAw==,6,5,Evening,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,4,13,Afternoon,/autos_&_vehicles,arts_&_entertainment
ZHEAAmTKhJgAAAAIQhtnAw==,5,28,Afternoon,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,5,4,Evening,/autos_&_vehicles,arts_&_entertainment
ZHEAAmTKhJgAAAAIQhtnAw==,5,21,Afternoon,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,6,15,Evening,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,7,16,Evening,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,1,31,Afternoon,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,3,19,Evening,/science,news
ZHEAAmTKhJgAAAAIQhtnAw==,2,25,Evening,/autos_&_vehicles,arts_&_entertainment
ZHEAAmTKhJgAAAAIQhtnAw==,6,5,Evening,/autos_&_vehicles,arts_&_entertainment
ZHEAAmTKhJgAAAAIQhtnAw==,2,18,Afternoon,/autos_&_vehicles,arts_&_entertainment
ZHEAAmTKhJgAAAAIQhtnAw==,2,27,Evening,/business_&_industrial,news
ZHEAAmTKhJgAAAAIQhtnAw==,2,18,Afternoon,/autos_&_vehicles,arts_&_entertainment
ZHEAAmTKhJgAAAAIQhtnAw==,2,25,Evening,/business_&_industrial,news
ZHEAAmTL7RAAAAAIEW1eAw==,6,15,Afternoon,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,3,26,Evening,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,3,26,Morning,/news,news
ZHEAAmTL7RAAAAAIEW1eAw==,6,15,Evening,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,3,19,Morning,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,2,25,Evening,/news,news
ZHEAAmTL7RAAAAAIEW1eAw==,5,14,Morning,/news,news
ZHEAAmTL7RAAAAAIEW1eAw==,2,27,Evening,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,2,18,Evening,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,6,5,Morning,/news,news
ZHEAAmTL7RAAAAAIEW1eAw==,5,21,Evening,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,2,18,Afternoon,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,2,1,Morning,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,1,7,Morning,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,3,2,Morning,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,6,29,Morning,/news,news
ZHEAAmTL7RAAAAAIEW1eAw==,7,6,Morning,/news,news
ZHEAAmTL7RAAAAAIEW1eAw==,2,25,Morning,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,7,6,Evening,/sports,sports
ZHEAAmTL7RAAAAAIEW1eAw==,2,25,Morning,/sports,sports
ZHEAAmTUXxYAAAAIJUQrAw==,1,31,Morning,/science,jobs_&_education
ZHEAAmTUXxYAAAAIJUQrAw==,1,31,Morning,/internet_&_telecom,jobs_&_education
ZHEAAmTUXxYAAAAIJUQrAw==,1,31,Morning,/internet_&_telecom,jobs_&_education
ZHEAAmTUXxYAAAAIJUQrAw==,1,31,Morning,/jobs_&_education,jobs_&_education
ZHEAAmTUXxYAAAAIJUQrAw==,2,1,Morning,/science,jobs_&_education
ZHEAAmTUXxYAAAAIJUQrAw==,2,27,Evening,/business_&_industrial,computers_&_electronics
ZHEAAmTUXxYAAAAIJUQrAw==,2,27,Evening,/jobs_&_education,computers_&_electronics
ZHEAAmTmcj4AAAAIA0wpAw==,1,17,Afternoon,/beauty_&_fitness,food_&_drink
ZHEAAmTmcj4AAAAIA0wpAw==,1,17,Afternoon,/beauty_&_fitness,food_&_drink
ZHEAAmTmcj4AAAAIA0wpAw==,7,11,Evening,/people_&_society,news
ZHEAAmTmcj4AAAAIA0wpAw==,6,5,Evening,/sports,news
ZHEAAmU8hdYAAAAICYsxAw==,3,19,Evening,/games,news
ZHEAAmU8hdYAAAAICYsxAw==,2,18,Evening,/sports,news
ZHEAAmU8hdYAAAAICYsxAw==,4,3,Evening,/jobs_&_education,news
ZHEAAmU8hdYAAAAICYsxAw==,4,3,Evening,/sports,news
ZHEAAmU8hdYAAAAICYsxAw==,1,17,Morning,/health,health
ZHEAAmU8hdYAAAAICYsxAw==,5,21,Evening,/beauty_&_fitness,health
ZHEAAmULO5YAAAAJCXOKAw==,1,31,Morning,/business_&_industrial,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,1,10,Evening,/pets_&_animals,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,3,2,Morning,/internet_&_telecom,food_&_drink
ZHEAAmULO5YAAAAJCXOKAw==,1,7,Morning,/sports,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,1,7,Morning,/sports,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,1,7,Morning,/hobbies_&_leisure,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,3,2,Morning,/internet_&_telecom,food_&_drink
ZHEAAmULO5YAAAAJCXOKAw==,3,2,Morning,/internet_&_telecom,food_&_drink
ZHEAAmULO5YAAAAJCXOKAw==,1,10,Evening,/autos_&_vehicles,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,1,10,Evening,/autos_&_vehicles,pets_&_animals
ZHEAAmULO5YAAAAJCXOKAw==,1,10,Evening,/food_&_drink,pets_&_animals
ZHEAAmUyc7QAAAAIHfi6Aw==,3,12,Afternoon,/beauty_&_fitness,business_&_industrial
ZHEAAmUyc7QAAAAIHfi6Aw==,1,17,Afternoon,/business_&_industrial,news
ZHEAAmUyc7QAAAAIHfi6Aw==,7,16,Evening,/people_&_society,business_&_industrial
ZHEAAmUyc7QAAAAIHfi6Aw==,2,1,Evening,/sports,news
ZHEAAmUyc7QAAAAIHfi6Aw==,6,29,Evening,/people_&_society,business_&_industrial
ZHEAAmUyc7QAAAAIHfi6Aw==,7,30,Evening,/people_&_society,business_&_industrial
ZHEAAmVNjrIAAAAIAzpiAw==,5,21,Afternoon,/sports,news
ZHEAAmVNjrIAAAAIAzpiAw==,1,10,Evening,/sports,sports
ZHEAAmVNjrIAAAAIAzpiAw==,7,16,Evening,/sports,sports
ZHEAAmVNjrIAAAAIAzpiAw==,5,21,Afternoon,/sports,news
ZHEAAmVNjrIAAAAIAzpiAw==,5,21,Afternoon,/sports,news
ZHEAAmVNjrIAAAAIAzpiAw==,5,21,Afternoon,/sports,news
ZHEAAmVWHz0AAAAIBXTRAw==,4,13,Afternoon,/people_&_society,science
ZHEAAmVWHz0AAAAIBXTRAw==,1,7,Afternoon,/people_&_society,arts_&_entertainment
ZHEAAmVWHz0AAAAIBXTRAw==,3,2,Evening,/people_&_society,arts_&_entertainment
ZHEAAmVWHz0AAAAIBXTRAw==,7,16,Evening,/people_&_society,science
ZHEAAmVWHz0AAAAIBXTRAw==,5,21,Evening,/business_&_industrial,arts_&_entertainment
ZHEAAmVWHz0AAAAIBXTRAw==,7,30,Evening,/health,science
ZHEAAmVWHz0AAAAIBXTRAw==,7,30,Evening,/beauty_&_fitness,science
ZHEAAmVWHz0AAAAIBXTRAw==,3,12,Afternoon,/games,science
ZHEAAmVWHz0AAAAIBXTRAw==,3,12,Afternoon,/games,science
ZHEAB2PAx/cAAAAITR/TAw==,3,12,Evening,/autos_&_vehicles,sports
ZHEAB2PAx/cAAAAITR/TAw==,1,7,Evening,/sports,hobbies_&_leisure
ZHEAB2PAx/cAAAAITR/TAw==,5,28,Morning,/internet_&_telecom,sports
ZHEAB2PAx/cAAAAITR/TAw==,5,28,Morning,/sports,sports
ZHEAB2PAx/cAAAAITR/TAw==,6,5,Evening,/sports,hobbies_&_leisure
ZHEAB2PAx/cAAAAITR/TAw==,3,12,Evening,/sports,hobbies_&_leisure
ZHEAB2PAx/cAAAAITR/TAw==,7,6,Evening,/sports,hobbies_&_leisure
ZHEAB2PAx/cAAAAITR/TAw==,6,5,Evening,/sports,hobbies_&_leisure
ZHEAB2PAx/cAAAAITR/TAw==,1,31,Afternoon,/sports,hobbies_&_leisure
ZHEAB2QORrgAAAAISV2RAw==,5,28,Evening,/sports,sports
ZHEAB2QORrgAAAAISV2RAw==,6,5,Evening,/jobs_&_education,jobs_&_education
ZHEAB2QORrgAAAAISV2RAw==,6,5,Evening,/health,sports
ZHEAB2QORrgAAAAISV2RAw==,7,6,Morning,/jobs_&_education,jobs_&_education
ZHEAB2QORrgAAAAISV2RAw==,6,5,Evening,/finance,jobs_&_education
ZHEAB2QORrgAAAAISV2RAw==,6,5,Evening,/jobs_&_education,jobs_&_education
ZHEAB2QPd9IAAAAIT0HXAw==,7,9,Morning,/autos_&_vehicles,business_&_industrial
ZHEAB2QPd9IAAAAIT0HXAw==,1,7,Evening,/hobbies_&_leisure,travel
ZHEAB2QPd9IAAAAIT0HXAw==,7,9,Morning,/autos_&_vehicles,business_&_industrial
ZHEAB2QPd9IAAAAIT0HXAw==,1,7,Evening,/food_&_drink,travel
ZHEAB2QPd9IAAAAIT0HXAw==,1,7,Evening,/business_&_industrial,travel
ZHEAB2QPd9IAAAAIT0HXAw==,1,7,Evening,/hobbies_&_leisure,travel
ZHEAB2T7hXAAAAAIHkeCAw==,3,19,Evening,/health,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,7,30,Evening,/jobs_&_education,jobs_&_education
ZHEAB2T7hXAAAAAIHkeCAw==,6,29,Evening,/jobs_&_education,jobs_&_education
ZHEAB2T7hXAAAAAIHkeCAw==,3,2,Morning,/health,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,3,2,Morning,/health,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,7,30,Evening,/jobs_&_education,jobs_&_education
ZHEAB2T7hXAAAAAIHkeCAw==,7,6,Evening,/health,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,3,2,Morning,/jobs_&_education,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,6,5,Evening,/jobs_&_education,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,3,2,Morning,/jobs_&_education,hobbies_&_leisure
ZHEAB2T7hXAAAAAIHkeCAw==,3,26,Evening,/finance,jobs_&_education
ZHEAB2T7hXAAAAAIHkeCAw==,3,26,Evening,/jobs_&_education,jobs_&_education
ZHEAB2T7hXAAAAAIHkeCAw==,7,6,Evening,/jobs_&_education,hobbies_&_leisure
ZHEAB2TC6gQAAAAICqBVAw==,1,24,Morning,/jobs_&_education,news
ZHEAB2TC6gQAAAAICqBVAw==,1,24,Morning,/sports,news
ZHEAB2TC6gQAAAAICqBVAw==,5,4,Evening,/sports,sports
ZHEAB2TC6gQAAAAICqBVAw==,5,4,Evening,/sports,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,7,11,Evening,/people_&_society,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,7,16,Evening,/arts_&_entertainment,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,3,26,Morning,/arts_&_entertainment,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,2,11,Evening,/arts_&_entertainment,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,1,17,Morning,/arts_&_entertainment,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,4,13,Evening,/business_&_industrial,hobbies_&_leisure
ZHEAB2TNOu0AAAAIA+s2Aw==,4,13,Evening,/food_&_drink,hobbies_&_leisure
ZHEAB2TNOu0AAAAIA+s2Aw==,3,19,Evening,/hobbies_&_leisure,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,7,11,Evening,/people_&_society,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,6,15,Evening,/arts_&_entertainment,sports
ZHEAB2TNOu0AAAAIA+s2Aw==,6,15,Evening,/arts_&_entertainment,sports
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Evening,/people_&_society,science
ZHEAB2U6nO4AAAAIBYwxAw==,6,29,Evening,/business_&_industrial,books_&_literature
ZHEAB2U6nO4AAAAIBYwxAw==,6,29,Evening,/science,books_&_literature
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Morning,/pets_&_animals,travel
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Morning,/pets_&_animals,travel
ZHEAB2U6nO4AAAAIBYwxAw==,7,30,Morning,/hobbies_&_leisure,business_&_industrial
ZHEAB2U6nO4AAAAIBYwxAw==,5,28,Evening,/food_&_drink,business_&_industrial
ZHEAB2U6nO4AAAAIBYwxAw==,6,5,Morning,/business_&_industrial,law_&_government
ZHEAB2U6nO4AAAAIBYwxAw==,6,5,Morning,/business_&_industrial,law_&_government
ZHEAB2U6nO4AAAAIBYwxAw==,5,28,Evening,/business_&_industrial,jobs_&_education
ZHEAB2U6nO4AAAAIBYwxAw==,5,28,Evening,/pets_&_animals,jobs_&_education
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Evening,/science,science
ZHEAB2U6nO4AAAAIBYwxAw==,4,3,Evening,/food_&_drink,science
ZHEAB2U6nO4AAAAIBYwxAw==,6,29,Evening,/business_&_industrial,science
ZHEAB2U6nO4AAAAIBYwxAw==,7,30,Morning,/hobbies_&_leisure,business_&_industrial
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Morning,/food_&_drink,travel
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Morning,/pets_&_animals,travel
ZHEAB2U6nO4AAAAIBYwxAw==,6,5,Morning,/travel,travel
ZHEAB2U6nO4AAAAIBYwxAw==,1,7,Evening,/business_&_industrial,travel
ZHEAB2U6nO4AAAAIBYwxAw==,4,3,Evening,/science,people_&_society
ZHEAB2U6nO4AAAAIBYwxAw==,6,5,Evening,/business_&_industrial,law_&_government
ZHEAB2U6nO4AAAAIBYwxAw==,6,5,Evening,/health,law_&_government
ZHEAB2U6nO4AAAAIBYwxAw==,6,5,Evening,/people_&_society,science
ZHEAB2U6nO4AAAAIBYwxAw==,4,20,Evening,/food_&_drink,travel
ZHEAB2U6nO4AAAAIBYwxAw==,4,3,Evening,/business_&_industrial,people_&_society
ZHEAB2UyBm8AAAAIBN3hAw==,1,31,Morning,/pets_&_animals,reference
ZHEAB2UyBm8AAAAIBN3hAw==,1,31,Morning,/pets_&_animals,reference
ZHEAB2UyBm8AAAAIBN3hAw==,2,25,Morning,/science,business_&_industrial
ZHEAB2UyBm8AAAAIBN3hAw==,2,25,Morning,/science,business_&_industrial
ZHEAB2VQCNYAAAAIAyZOAw==,5,21,Evening,/finance,law_&_government
ZHEAB2VQCNYAAAAIAyZOAw==,7,16,Evening,/computers_&_electronics,business_&_industrial
ZHEAB2VQCNYAAAAIAyZOAw==,4,20,Evening,/finance,law_&_government
ZHEAB2VQCNYAAAAIAyZOAw==,7,16,Evening,/computers_&_electronics,business_&_industrial
ZHEAB2VQCNYAAAAIAyZOAw==,7,16,Evening,/people_&_society,business_&_industrial
ZHEAB2VQCNYAAAAIAyZOAw==,7,16,Evening,/people_&_society,business_&_industrial
ZHEAB2VWmW4AAAAIA7ROAw==,4,3,Evening,/games,home_&_garden
ZHEAB2VWmW4AAAAIA7ROAw==,1,7,Evening,/games,home_&_garden
ZHEAB2VWmW4AAAAIA7ROAw==,3,12,Evening,/health,computers_&_electronics
ZHEAB2VWmW4AAAAIA7ROAw==,3,12,Evening,/health,computers_&_electronics
ZHEAB2VWmW4AAAAIA7ROAw==,6,5,Evening,/games,home_&_garden
ZHEABGPA3ykAAAAJWEh9Aw==,1,31,Evening,/internet_&_telecom,sports
ZHEABGPA3ykAAAAJWEh9Aw==,1,24,Afternoon,/sports,news
ZHEABGPA3ykAAAAJWEh9Aw==,1,24,Afternoon,/sports,news
ZHEABGPA3ykAAAAJWEh9Aw==,6,5,Morning,/internet_&_telecom,sports
ZHEABGPA3ykAAAAJWEh9Aw==,6,5,Morning,/sports,sports
ZHEABGPA3ykAAAAJWEh9Aw==,6,5,Morning,/sports,sports
ZHEABGPA4VEAAAAJWQbQAw==,7,23,Evening,/beauty_&_fitness,beauty_&_fitness
ZHEABGPA4VEAAAAJWQbQAw==,3,12,Morning,/real_estate,beauty_&_fitness
ZHEABGPA4VEAAAAJWQbQAw==,7,23,Evening,/beauty_&_fitness,beauty_&_fitness
ZHEABGPA4VEAAAAJWQbQAw==,3,12,Evening,/autos_&_vehicles,online_communities
ZHEABGPA4VEAAAAJWQbQAw==,3,12,Evening,/autos_&_vehicles,online_communities
ZHEABGPA4VEAAAAJWQbQAw==,3,12,Evening,/sports,online_communities
ZHEABGQkr88AAAAJHqJlAw==,6,15,Evening,/business_&_industrial,arts_&_entertainment
ZHEABGQkr88AAAAJHqJlAw==,1,17,Morning,/jobs_&_education,jobs_&_education
ZHEABGQkr88AAAAJHqJlAw==,7,30,Morning,/jobs_&_education,jobs_&_education
ZHEABGQkr88AAAAJHqJlAw==,6,15,Evening,/arts_&_entertainment,arts_&_entertainment
ZHEABGUnOvcAAAAJKJBMAw==,4,20,Afternoon,/autos_&_vehicles,home_&_garden
ZHEABGUnOvcAAAAJKJBMAw==,7,11,Evening,/food_&_drink,business_&_industrial
ZHEABGUnOvcAAAAJKJBMAw==,7,11,Evening,/food_&_drink,business_&_industrial
ZHEABGUnOvcAAAAJKJBMAw==,4,20,Afternoon,/computers_&_electronics,home_&_garden
ZHEABGUnOvcAAAAJKJBMAw==,4,20,Afternoon,/autos_&_vehicles,home_&_garden
ZHEABGUnOvcAAAAJKJBMAw==,7,11,Evening,/food_&_drink,business_&_industrial
ZHEABGVBwuoAAAAIB8l9Aw==,6,29,Evening,/jobs_&_education,law_&_government
ZHEABGVBwuoAAAAIB8l9Aw==,6,29,Evening,/business_&_industrial,law_&_government
ZHEABGVBwuoAAAAIB8l9Aw==,2,18,Afternoon,/travel,travel
ZHEABGVBwuoAAAAIB8l9Aw==,5,4,Morning,/business_&_industrial,travel
ZHEABGVW2r4AAAAJB7/wAw==,2,25,Afternoon,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,1,17,Evening,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,2,25,Afternoon,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,7,30,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,1,17,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,7,6,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,6,5,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,6,5,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,6,15,Evening,/internet_&_telecom,news
ZHEABGVW2r4AAAAJB7/wAw==,2,25,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,12,Afternoon,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,12,Afternoon,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,3,19,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,19,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,4,20,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,2,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/internet_&_telecom,sports
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/sports,sports
ZHEABGVW2r4AAAAJB7/wAw==,7,6,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,26,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Afternoon,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,12,Afternoon,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,1,7,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,7,30,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,26,Evening,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,1,17,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,4,27,Evening,/sports,sports
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,6,15,Evening,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,2,18,Evening,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,2,18,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,5,4,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,3,12,Morning,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,4,20,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,5,28,Evening,/news,news
ZHEABGVW2r4AAAAJB7/wAw==,1,31,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,1,31,Evening,/sports,news
ZHEABGVW2r4AAAAJB7/wAw==,2,1,Evening,/sports,news
ZHEABWPEx9kAAAAJaGwRAw==,6,5,Evening,/finance,finance
ZHEABWPEx9kAAAAJaGwRAw==,6,5,Evening,/news,finance
ZHEABWPEx9kAAAAJaGwRAw==,6,5,Evening,/real_estate,finance
ZHEABWPEx9kAAAAJaGwRAw==,2,27,Evening,/finance,real_estate
ZHEABWPEx9kAAAAJaGwRAw==,2,27,Evening,/business_&_industrial,real_estate
ZHEABWPEx9kAAAAJaGwRAw==,6,5,Evening,/finance,finance
ZHEABWQRQ0cAAAAIOGjAAw==,2,1,Evening,/beauty_&_fitness,arts_&_entertainment
ZHEABWQRQ0cAAAAIOGjAAw==,1,10,Evening,/people_&_society,business_&_industrial
ZHEABWQRQ0cAAAAIOGjAAw==,7,30,Afternoon,/people_&_society,business_&_industrial
ZHEABWQRQ0cAAAAIOGjAAw==,2,1,Evening,/people_&_society,arts_&_entertainment
ZHEABWQRQ0cAAAAIOGjAAw==,7,6,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWQRQ0cAAAAIOGjAAw==,7,6,Evening,/people_&_society,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/people_&_society,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/people_&_society,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,5,4,Evening,/people_&_society,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Morning,/beauty_&_fitness,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,7,30,Evening,/people_&_society,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,7,30,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/beauty_&_fitness,books_&_literature
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/people_&_society,books_&_literature
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/people_&_society,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,5,4,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWS1114AAAAICi0UAw==,2,1,Evening,/beauty_&_fitness,business_&_industrial
ZHEABWUnMQgAAAAIJgPTAw==,5,21,Evening,/travel,books_&_literature
ZHEABWUnMQgAAAAIJgPTAw==,1,12,Evening,/travel,news
ZHEABWUnMQgAAAAIJgPTAw==,5,14,Evening,/business_&_industrial,news
ZHEABWUnMQgAAAAIJgPTAw==,3,19,Evening,/computers_&_electronics,news
ZHEABWUnMQgAAAAIJgPTAw==,5,14,Evening,/travel,books_&_literature
ZHEABWUnMQgAAAAIJgPTAw==,1,12,Evening,/travel,news
ZHEABWVCnewAAAAIA33/Aw==,7,9,Evening,/internet_&_telecom,news
ZHEABWVCnewAAAAIA33/Aw==,3,2,Evening,/sports,news
ZHEABWVCnewAAAAIA33/Aw==,7,9,Evening,/sports,hobbies_&_leisure
ZHEABWVCnewAAAAIA33/Aw==,6,15,Evening,/news,arts_&_entertainment
ZHEABWVCnewAAAAIA33/Aw==,5,28,Evening,/sports,hobbies_&_leisure
ZHEABWVCnewAAAAIA33/Aw==,6,15,Morning,/games,hobbies_&_leisure
ZHEABWVCnewAAAAIA33/Aw==,6,15,Morning,/sports,hobbies_&_leisure
ZHEABWVCnewAAAAIA33/Aw==,6,15,Evening,/news,arts_&_entertainment
ZHEABWVCnewAAAAIA33/Aw==,7,9,Afternoon,/sports,news
ZHEABWVCnewAAAAIA33/Aw==,4,3,Evening,/travel,news
ZHEABWVCnewAAAAIA33/Aw==,4,3,Evening,/autos_&_vehicles,news
ZHEABWVCnewAAAAIA33/Aw==,4,3,Evening,/internet_&_telecom,news
ZHEABWVCnewAAAAIA33/Aw==,1,7,Evening,/sports,hobbies_&_leisure
ZHEABWVCnewAAAAIA33/Aw==,5,14,Evening,/business_&_industrial,arts_&_entertainment
ZHEABWVCnewAAAAIA33/Aw==,5,4,Evening,/sports,news
ZHEABWVCnewAAAAIA33/Aw==,5,21,Evening,/autos_&_vehicles,news
ZHEABWVCnewAAAAIA33/Aw==,1,31,Evening,/autos_&_vehicles,news
ZHEABWVK8pYAAAAIDfy/Aw==,6,5,Evening,/business_&_industrial,business_&_industrial
ZHEABWVK8pYAAAAIDfy/Aw==,6,5,Evening,/business_&_industrial,business_&_industrial
ZHEABWVK8pYAAAAIDfy/Aw==,4,20,Morning,/online_communities,law_&_government
ZHEABWVK8pYAAAAIDfy/Aw==,7,11,Morning,/reference,law_&_government
ZHEABWVK8pYAAAAIDfy/Aw==,7,11,Morning,/online_communities,law_&_government
ZHEABWVK8pYAAAAIDfy/Aw==,7,11,Evening,/jobs_&_education,law_&_government
ZHEABmPJzokAAAAIEWlaAw==,2,1,Evening,/books_&_literature,people_&_society
ZHEABmPJzokAAAAIEWlaAw==,2,1,Afternoon,/autos_&_vehicles,law_&_government
ZHEABmPJzokAAAAIEWlaAw==,2,1,Afternoon,/news,law_&_government
ZHEABmPJzokAAAAIEWlaAw==,2,1,Afternoon,/news,law_&_government
ZHEABmPJzokAAAAIEWlaAw==,3,12,Evening,/people_&_society,people_&_society
ZHEABmPJzokAAAAIEWlaAw==,2,1,Evening,/beauty_&_fitness,people_&_society
ZHEABmQ1twIAAAAIBOoiAw==,6,15,Evening,/autos_&_vehicles,law_&_government
ZHEABmQ1twIAAAAIBOoiAw==,6,15,Evening,/sports,law_&_government
ZHEABmQ1twIAAAAIBOoiAw==,6,15,Evening,/autos_&_vehicles,law_&_government
ZHEABmQ1twIAAAAIBOoiAw==,6,29,Evening,/people_&_society,people_&_society
ZHEABmQ1twIAAAAIBOoiAw==,6,29,Evening,/business_&_industrial,people_&_society
ZHEABmQ1twIAAAAIBOoiAw==,6,29,Evening,/business_&_industrial,people_&_society
ZHEABmQ1twIAAAAIBOoiAw==,6,29,Evening,/business_&_industrial,people_&_society
ZHEABmQ1twIAAAAIBOoiAw==,6,29,Evening,/science,people_&_society
ZHEABmQ1twIAAAAIBOoiAw==,6,29,Evening,/business_&_industrial,people_&_society
