estid,dayOfWeek,dayOfMonth,timeOfDay,url_category,domain_category,os,deviceType,li_age,li_gender,li_income,city_location,city_size,city_tech,city_urban,organization
ZH4AB2QuFmgAAAAJH4ZsAw==,1,17,1,22,15,0,1,2,1,3,2,0,0,2,0
ZH4AB2QuFmgAAAAJH4ZsAw==,0,23,2,8,15,0,1,2,1,3,2,0,0,2,0
ZH4AB2QuFmgAAAAJH4ZsAw==,2,25,2,21,15,0,1,2,1,3,2,0,0,2,0
ZH4AB2QuFmgAAAAJH4ZsAw==,4,27,1,7,22,0,1,2,1,3,2,0,0,2,0
ZH4AB2QuFmgAAAAJH4ZsAw==,4,27,1,7,22,0,1,2,1,3,2,0,0,2,0
ZH4AB2QuFmgAAAAJH4ZsAw==,4,27,2,7,22,0,1,2,1,3,2,0,0,2,0
ZH4AB2R2xkcAAAAJSehTAw==,1,26,2,7,7,0,1,5,1,4,2,0,0,2,0
ZH4AB2R2xkcAAAAJSehTAw==,1,26,2,17,7,0,1,5,1,4,2,0,0,2,0
ZH4AB2R2xkcAAAAJSehTAw==,1,0,1,21,22,0,1,5,1,4,2,0,0,2,0
ZH4AB2R2xkcAAAAJSehTAw==,1,0,1,7,22,0,1,5,1,4,2,0,0,2,0
ZH4AB2R2xkcAAAAJSehTAw==,1,0,1,7,22,0,1,5,1,4,2,0,0,2,0
ZH4AB2R2xkcAAAAJSehTAw==,1,0,1,21,22,0,1,5,1,4,2,0,0,2,0
ZH4AB2R3sEQAAAAIIn0xAw==,6,22,1,9,14,0,1,4,1,4,0,0,0,2,0
ZH4AB2R3sEQAAAAIIn0xAw==,6,22,1,9,14,0,1,4,1,4,0,0,0,2,0
ZH4AB2R3sEQAAAAIIn0xAw==,6,22,1,9,14,0,1,4,1,4,0,0,0,2,0
ZH4AB2R3sEQAAAAIIn0xAw==,6,10,1,16,0,0,1,4,1,4,0,0,0,2,0
ZH4AB2R3sEQAAAAIIn0xAw==,6,10,1,16,0,0,1,4,1,4,0,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,6,5,1,8,15,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,4,3,1,1,4,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,4,3,1,1,4,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,4,3,1,1,4,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,2,11,1,22,15,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,2,11,1,22,15,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,6,5,2,22,15,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,4,3,1,1,4,0,1,4,0,1,1,0,0,2,0
ZH4AB2R8aVsAAAAIaotXAw==,4,3,1,1,4,0,1,4,0,1,1,0,0,2,0
ZH4AB2SYii8AAAAIFoRDAw==,6,5,1,9,9,0,1,4,1,2,0,1,0,2,0
ZH4AB2SYii8AAAAIFoRDAw==,6,5,1,9,9,0,1,4,1,2,0,1,0,2,0
ZH4AB2SYii8AAAAIFoRDAw==,1,7,1,12,15,0,1,4,1,2,0,1,0,2,0
ZH4AB2SYii8AAAAIFoRDAw==,6,5,1,9,9,0,1,4,1,2,0,1,0,2,0
ZH4AB2SYii8AAAAIFoRDAw==,0,23,1,15,15,0,1,4,1,2,0,1,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,5,21,2,4,13,0,1,5,0,4,0,0,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,5,21,2,13,13,0,1,5,0,4,0,0,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,0,30,1,15,5,0,1,5,0,4,0,0,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,0,30,1,22,5,0,1,5,0,4,0,0,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,5,21,2,4,13,0,1,5,0,4,0,0,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,4,20,1,8,5,0,1,5,0,4,0,0,0,2,0
ZH4AB2SsF/YAAAAJHUIIAw==,4,20,1,22,5,0,1,5,0,4,0,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,3,19,2,14,15,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,5,21,1,14,15,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,5,4,1,14,15,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,5,4,1,14,15,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,0,6,1,5,21,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,0,6,1,1,21,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,6,15,1,14,15,0,1,5,0,2,2,0,0,2,0
ZH4AB2TazI0AAAAIBoNkAw==,1,24,2,14,15,0,1,5,0,2,2,0,0,2,0
ZH4AB2TedDIAAAAJA0u9Aw==,6,10,2,2,4,0,1,4,0,0,0,0,0,2,0
ZH4AB2TedDIAAAAJA0u9Aw==,4,27,1,8,4,0,1,4,0,0,0,0,0,2,0
ZH4AB2TedDIAAAAJA0u9Aw==,4,20,2,16,3,0,1,4,0,0,0,0,0,2,0
ZH4AB2TedDIAAAAJA0u9Aw==,6,29,2,2,3,0,1,4,0,0,0,0,0,2,0
ZH4AB2TedDIAAAAJA0u9Aw==,6,29,2,16,4,0,1,4,0,0,0,0,0,2,0
ZH4AB2TedDIAAAAJA0u9Aw==,1,0,1,16,4,0,1,4,0,0,0,0,0,2,0
ZH4AB2Teh1wAAAAIBRDcAw==,4,13,0,0,3,0,1,3,1,1,2,0,0,2,0
ZH4AB2Teh1wAAAAIBRDcAw==,4,13,0,0,3,0,1,3,1,1,2,0,0,2,0
ZH4AB2Teh1wAAAAIBRDcAw==,2,1,1,7,15,0,1,3,1,1,2,0,0,2,0
ZH4AB2Teh1wAAAAIBRDcAw==,4,13,0,7,3,0,1,3,1,1,2,0,0,2,0
ZH4AB2Teh1wAAAAIBRDcAw==,4,13,0,7,3,0,1,3,1,1,2,0,0,2,0
ZH4AB2Teh1wAAAAIBRDcAw==,5,4,1,7,15,0,1,3,1,1,2,0,0,2,0
ZH4AB2Uciw4AAAAIDz5aAw==,2,1,1,7,3,0,1,5,1,0,0,0,0,2,0
ZH4AB2Uciw4AAAAIDz5aAw==,5,14,1,7,11,0,1,5,1,0,0,0,0,2,0
ZH4AB2Uciw4AAAAIDz5aAw==,5,21,1,7,11,0,1,5,1,0,0,0,0,2,0
ZH4AB2Uciw4AAAAIDz5aAw==,1,17,2,7,11,0,1,5,1,0,0,0,0,2,0
ZH4AB2Uciw4AAAAIDz5aAw==,1,17,1,7,3,0,1,5,1,0,0,0,0,2,0
ZH4AB2Ucu00AAAAIBmNvAw==,3,2,2,17,18,0,1,5,0,0,0,0,0,1,0
ZH4AB2Ucu00AAAAIBmNvAw==,3,2,2,9,18,0,1,5,0,0,0,0,0,1,0
ZH4AB2Ucu00AAAAIBmNvAw==,3,2,2,17,18,0,1,5,0,0,0,0,0,1,0
ZH4AB2Ucu00AAAAIBmNvAw==,3,2,2,2,9,0,1,5,0,0,0,0,0,1,0
ZH4AB2Ucu00AAAAIBmNvAw==,3,2,2,17,9,0,1,5,0,0,0,0,0,1,0
ZH4AB2UjGP4AAAAIAw46Aw==,0,16,1,12,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,0,16,1,15,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,0,16,1,12,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,10,1,12,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,5,2,5,0,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,5,2,15,0,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,5,2,12,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,5,2,12,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,10,1,15,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,10,1,15,12,0,1,2,0,1,2,2,0,0,0
ZH4AB2UjGP4AAAAIAw46Aw==,6,5,2,15,0,0,1,2,0,1,2,2,0,0,0
ZH4AB2UwiqgAAAAJCD6/Aw==,5,21,2,16,15,0,0,5,1,3,1,1,0,1,0
ZH4AB2UwiqgAAAAJCD6/Aw==,6,8,1,21,7,0,0,5,1,3,1,1,0,1,0
ZH4AB2UwiqgAAAAJCD6/Aw==,6,8,1,7,7,0,0,5,1,3,1,1,0,1,0
ZH4AB2UwiqgAAAAJCD6/Aw==,5,4,1,10,7,0,0,5,1,3,1,1,0,1,0
ZH4AB2UwiqgAAAAJCD6/Aw==,5,28,2,6,15,0,0,5,1,3,1,1,0,1,0
ZH4AB2UwiqgAAAAJCD6/Aw==,6,8,1,7,7,0,0,5,1,3,1,1,0,1,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,6,1,0,0,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,6,1,13,0,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,6,1,0,0,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,6,5,1,6,14,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,6,29,1,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,6,1,13,0,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,6,5,1,6,14,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,3,12,1,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,3,12,1,0,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,30,0,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,6,0,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,30,0,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,4,27,0,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,0,30,0,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,6,29,2,0,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,1,17,1,0,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,5,4,1,16,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2V4wgAAAAAIBMQTAw==,2,25,0,0,17,1,0,5,1,2,0,1,0,2,0
ZH4AB2VP31AAAAAIBaL0Aw==,1,17,1,5,8,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,6,8,0,14,12,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,5,4,1,21,12,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,1,17,1,8,8,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,6,5,1,21,12,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,5,4,1,14,12,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,4,27,2,14,12,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,6,5,1,21,12,4,0,4,0,5,2,1,0,1,0
ZH4AB2VP31AAAAAIBaL0Aw==,5,4,1,21,12,4,0,4,0,5,2,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,12,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,1,24,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,26,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,20,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,12,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,26,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,1,14,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,1,24,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,12,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,28,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,26,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,1,24,2,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,1,24,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,12,2,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,29,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,1,22,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,2,18,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,2,22,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,2,22,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,6,8,1,22,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,2,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,2,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,2,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,5,14,1,14,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,26,1,1,0,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,19,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,3,26,1,1,0,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,2,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,20,1,16,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,0,30,1,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,1,24,2,4,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPa958AAAAILiJ2Aw==,4,13,1,17,14,3,0,2,1,1,0,1,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,1,1,0,17,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,1,1,0,17,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,5,4,1,16,7,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,1,1,0,17,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,11,2,16,10,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,1,1,0,17,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,5,28,2,9,17,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,5,4,1,9,7,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,11,2,4,10,4,0,3,0,2,0,0,0,1,0
ZH4ABGPhpqAAAAAJRk0LAw==,2,1,1,16,17,4,0,3,0,2,0,0,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,0,30,1,22,23,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,0,16,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,6,10,1,4,10,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,1,24,2,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,6,29,1,16,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,3,2,3,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,5,4,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,4,3,0,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,5,4,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,1,0,2,22,23,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,1,24,2,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,0,9,1,4,10,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,1,24,0,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,6,29,1,10,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,3,2,3,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,5,14,2,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,2,18,0,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,1,24,2,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,6,10,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,4,27,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,6,29,1,16,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,2,25,2,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,5,28,0,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,4,27,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,1,0,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,2,25,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGPir1UAAAAICqrAAw==,2,1,1,12,15,0,1,5,1,3,2,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,2,25,1,1,4,0,1,2,1,4,0,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,2,25,1,1,4,0,1,2,1,4,0,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,1,0,1,9,10,0,1,2,1,4,0,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,1,0,1,9,10,0,1,2,1,4,0,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,0,11,1,1,4,0,1,2,1,4,0,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,2,25,1,1,4,0,1,2,1,4,0,1,0,1,0
ZH4ABGQ0zhMAAAAIJqfRAw==,2,25,1,1,4,0,1,2,1,4,0,1,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,0,9,1,12,8,1,1,5,0,3,0,2,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,6,29,2,12,12,1,1,5,0,3,0,2,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,0,9,1,12,8,1,1,5,0,3,0,2,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,6,29,2,5,12,1,1,5,0,3,0,2,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,0,9,1,12,8,1,1,5,0,3,0,2,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,0,9,1,12,8,1,1,5,0,3,0,2,0,1,0
ZH4ABGQAN3MAAAAJA44HAw==,0,9,1,8,8,1,1,5,0,3,0,2,0,1,0
